time,low,high,open,close,volume
2022-01-01 06:00:00,41152.2,41697.23,41566.25,41192.71,92.57955024
2022-01-01 12:00:00,41194.71,42226.86,41197.01,42044.93,135.36547224
2022-01-01 18:00:00,41600.72,42113.58,42048.54,42024.88,138.80661526
2022-01-02 00:00:00,41181.09,42041.78,42013.43,41440.62,113.35863189
2022-01-02 06:00:00,41369.94,41830.14,41443.29,41608.19,92.84909055
2022-01-02 12:00:00,41352.71,42257.24,41603.16,41756.62,178.24342735
2022-01-02 18:00:00,41066.46,41809.87,41752.73,41650.43,189.35612702
2022-01-03 00:00:00,41201.0,41656.81,41635.86,41549.6,91.68058756
2022-01-03 06:00:00,41239.93,41802.05,41556.44,41750.61,159.88685189
2022-01-03 12:00:00,40995.0,41923.25,41752.19,41297.56,254.09925639
2022-01-03 18:00:00,40482.74,41426.8,41288.94,41123.69,231.24219596
2022-01-04 00:00:00,40657.75,41192.02,41123.26,40843.0,113.53118376
2022-01-04 06:00:00,40776.87,41458.01,40848.02,41457.94,226.61564408
2022-01-04 12:00:00,41164.09,42100.0,41452.72,41228.52,315.10298864
2022-01-04 18:00:00,40370.71,41393.7,41224.72,40636.22,300.89156679
2022-01-05 00:00:00,40528.0,41234.98,40623.36,41021.92,129.29129179
2022-01-05 06:00:00,40749.61,41631.74,41016.65,40901.37,249.19191726
2022-01-05 12:00:00,40567.5,41366.3,40898.02,40582.92,402.53398268
2022-01-05 18:00:00,37600.0,40845.91,40582.33,38447.98,1332.00897478
2022-01-06 00:00:00,37650.0,38736.03,38449.22,38087.99,349.14768158
2022-01-06 06:00:00,37550.0,38360.34,38092.6,37918.35,650.01250549
2022-01-06 12:00:00,37722.94,38245.56,37923.19,38120.41,564.86015799
2022-01-06 18:00:00,38089.04,38650.5,38111.61,38174.53,375.30244315
2022-01-07 00:00:00,36304.22,38220.5,38165.14,37023.1,505.4198059
2022-01-07 06:00:00,36445.9,37871.5,37017.06,37423.99,782.25984712
2022-01-07 12:00:00,35866.0,37815.43,37426.96,36988.09,1025.66286116
2022-01-07 18:00:00,36389.63,37041.68,36975.28,36586.38,295.33597296
2022-01-08 00:00:00,36582.77,37166.22,36592.33,36969.41,139.64134665
2022-01-08 06:00:00,36768.52,37254.63,36968.42,37021.85,244.66137567
2022-01-08 12:00:00,35966.53,37109.75,37020.91,36021.3,360.03248421
2022-01-08 18:00:00,35709.3,37345.77,36010.86,36746.91,663.00048287
2022-01-09 00:00:00,36479.14,37176.3,36742.58,36798.22,160.43483446
2022-01-09 06:00:00,36489.03,36988.29,36786.23,36890.34,151.17938725
2022-01-09 12:00:00,36319.42,37204.48,36879.98,37119.46,242.07709097
2022-01-09 18:00:00,36808.43,37756.55,37130.34,36902.73,395.95619174
2022-01-10 00:00:00,36641.1,37281.18,36892.72,37102.18,135.03114017
2022-01-10 06:00:00,36627.82,37229.3,37092.61,36735.09,289.11782103
2022-01-10 12:00:00,35123.6,37243.64,36729.89,36404.21,1353.05023384
2022-01-10 18:00:00,36327.4,37089.29,36392.3,36938.15,298.5732776
2022-01-11 00:00:00,36699.65,37379.78,36927.18,37147.18,189.40715275
2022-01-11 06:00:00,36721.0,37590.81,37151.01,36927.11,542.92575271
2022-01-11 12:00:00,36477.87,38000.0,36928.6,37511.05,603.11263124
2022-01-11 18:00:00,37351.61,38600.0,37518.43,37633.94,360.39290594
2022-01-12 00:00:00,37370.0,37833.4,37635.63,37584.93,98.14913618
2022-01-12 06:00:00,37410.29,38273.07,37580.35,37850.27,309.45460324
2022-01-12 12:00:00,37785.94,38700.0,37835.59,38367.95,731.00364229
2022-01-12 18:00:00,38100.0,38766.5,38381.75,38430.94,263.36930611
2022-01-13 00:00:00,38005.0,38546.8,38426.99,38209.91,137.65446257
2022-01-13 06:00:00,38000.0,38443.14,38209.48,38099.31,356.30659367
2022-01-13 12:00:00,37146.06,38741.98,38091.71,37395.27,781.96870046
2022-01-13 18:00:00,36942.13,37516.6,37392.07,37168.71,318.37216122
2022-01-14 00:00:00,37023.97,37410.79,37172.99,37401.81,133.00933197
2022-01-14 06:00:00,36550.0,37469.45,37403.79,36708.55,395.8418751
2022-01-14 12:00:00,36486.83,37948.76,36704.02,37678.88,568.8713688
2022-01-14 18:00:00,37524.42,38100.0,37668.36,37770.9,201.9198057
2022-01-15 00:00:00,37526.06,37865.2,37760.26,37764.53,134.54336062
2022-01-15 06:00:00,37665.53,38036.36,37772.0,37792.56,104.84576916
2022-01-15 12:00:00,37384.38,38225.32,37792.56,38080.95,178.31334653
2022-01-15 18:00:00,37784.14,38439.95,38071.24,37784.14,130.72676104
2022-01-16 00:00:00,37639.22,37879.29,37785.07,37740.96,65.9405581
2022-01-16 06:00:00,37578.0,38036.9,37726.66,37752.69,92.80098604
2022-01-16 12:00:00,37386.21,38127.23,37744.91,37769.02,159.50784566
2022-01-16 18:00:00,37490.07,37954.55,37767.97,37786.0,113.01895602
2022-01-17 00:00:00,37085.23,37887.45,37779.52,37380.07,176.91328284
2022-01-17 06:00:00,37288.11,37666.02,37386.54,37422.26,201.9999196
2022-01-17 12:00:00,36814.68,37526.58,37415.25,36929.96,290.23603025
2022-01-17 18:00:00,36445.56,37159.21,36940.63,37005.0,362.78309961
2022-01-18 00:00:00,36776.19,37202.05,37008.08,36976.06,91.08614847
2022-01-18 06:00:00,36354.69,37182.07,36972.85,36786.73,331.5058466
2022-01-18 12:00:00,36350.02,36877.92,36784.44,36653.26,396.9136825
2022-01-18 18:00:00,36555.0,37717.88,36644.19,37419.14,355.11305661
2022-01-19 00:00:00,36728.88,37573.97,37411.86,36898.55,221.00216754
2022-01-19 06:00:00,36305.68,37189.14,36894.18,37101.43,420.41862615
2022-01-19 12:00:00,36744.01,37544.82,37099.96,37189.09,451.39428775
2022-01-19 18:00:00,36626.77,37256.78,37187.53,36750.72,224.28191006
2022-01-20 00:00:00,36678.24,37079.96,36751.59,36935.97,128.5600625
2022-01-20 06:00:00,36862.84,37262.32,36928.65,37183.31,186.39698976
2022-01-20 12:00:00,37010.13,38380.0,37192.08,37981.1,477.23703705
2022-01-20 18:00:00,35867.22,38215.53,37983.36,35978.0,655.9702346
2022-01-21 00:00:00,33801.06,36397.32,35980.09,34405.25,1042.34575669
2022-01-21 06:00:00,34050.0,34708.41,34395.01,34335.79,798.28648316
2022-01-21 12:00:00,33258.08,34469.84,34341.56,33864.29,1089.54413874
2022-01-21 18:00:00,31284.87,34092.57,33854.68,32178.61,1439.05668892
2022-01-22 00:00:00,31417.23,32497.24,32168.51,31546.01,502.30768533
2022-01-22 06:00:00,29975.0,31735.23,31551.21,31278.0,1421.31573448
2022-01-22 12:00:00,30458.3,31986.72,31279.27,30573.67,913.17685332
2022-01-22 18:00:00,30274.0,31552.43,30574.56,30970.98,637.97988606
2022-01-23 00:00:00,30740.36,31448.18,30969.36,31323.31,251.17683815
2022-01-23 06:00:00,31092.58,31975.76,31318.55,31531.9,1071.64177553
2022-01-23 12:00:00,30960.75,31880.52,31537.66,31206.32,652.19889765
2022-01-23 18:00:00,30546.36,32230.6,31202.08,32017.61,733.73062897
2022-01-24 00:00:00,30869.35,32017.63,32004.55,31093.66,247.07445119
2022-01-24 06:00:00,29159.91,31427.91,31094.41,29807.96,1541.45311328
2022-01-24 12:00:00,29160.0,31475.2,29811.96,31271.2,2031.12220357
2022-01-24 18:00:00,31069.87,33229.33,31277.95,32413.98,1077.63925068
2022-01-25 00:00:00,31701.65,32430.86,32419.19,31888.64,224.41870412
2022-01-25 06:00:00,31557.59,32643.23,31889.7,32356.5,762.47744115
