time,low,high,open,close,volume
2022-01-02,41066.46,42257.24,42013.43,41650.43,573.80727681
2022-01-03,40482.74,41923.25,41635.86,41123.69,736.9088918
2022-01-04,40370.71,42100.0,41123.26,40636.22,956.14138327
2022-01-05,37600.0,41631.74,40623.36,38447.98,2113.02616651
2022-01-06,37550.0,38736.03,38449.22,38174.53,1939.32278821
2022-01-07,35866.0,38220.5,38165.14,36586.38,2608.67848714
2022-01-08,35709.3,37345.77,36592.33,36746.91,1407.3356894
2022-01-09,36319.42,37756.55,36742.58,36902.73,949.64750442
2022-01-10,35123.6,37281.18,36892.72,36938.15,2075.77247264
2022-01-11,36477.87,38600.0,36927.18,37633.94,1695.83844264
2022-01-12,37370.0,38766.5,37635.63,38430.94,1401.97668782
2022-01-13,36942.13,38741.98,38426.99,37168.71,1594.30191792
2022-01-14,36486.83,38100.0,37172.99,37770.9,1299.64238157
2022-01-15,37384.38,38439.95,37760.26,37784.14,548.42923735
2022-01-16,37386.21,38127.23,37785.07,37786.0,431.26834582
2022-01-17,36445.56,37887.45,37779.52,37005.0,1031.9323323
2022-01-18,36350.02,37717.88,37008.08,37419.14,1174.61873418
2022-01-19,36305.68,37573.97,37411.86,36750.72,1317.0969915
2022-01-20,35867.22,38380.0,36751.59,35978.0,1448.16432391
2022-01-21,31284.87,36397.32,35980.09,32178.61,4369.23306751
2022-01-22,29975.0,32497.24,32168.51,30970.98,3474.78015919
2022-01-23,30546.36,32230.6,30969.36,32017.61,2708.7481403
2022-01-24,29159.91,33229.33,32004.55,32413.98,4897.28901872
2022-01-25,31557.59,33300.0,32419.19,32714.15,2424.40751325
2022-01-26,32267.0,34561.29,32744.53,32791.59,3055.92721327
2022-01-27,31663.0,33438.67,32786.11,33374.57,2105.62239139
2022-01-28,32501.15,34130.63,33360.95,33868.07,1669.9562902
2022-01-29,33546.17,34791.42,33853.81,34306.43,926.14144502
2022-01-30,33553.34,34482.0,34303.82,34000.72,762.05815582
2022-01-31,32856.6,34528.1,33999.18,34268.87,1705.58237481
2022-02-01,33777.0,34969.97,34271.01,34356.88,1781.33051095
2022-02-02,32400.0,34517.36,34358.19,32675.59,1360.6452789
2022-02-03,31745.01,32903.98,32684.12,32648.17,1205.34299916
2022-02-04,32374.16,36461.21,32645.34,36320.01,1896.15162855
2022-02-05,35755.32,36663.56,36321.83,36191.79,853.91499304
2022-02-06,35978.96,37285.99,36202.59,37034.72,614.76149254
2022-02-07,36383.42,39052.73,37034.61,38349.25,1931.96451756
2022-02-08,37383.83,39892.07,38350.69,38623.26,2266.58346866
2022-02-09,37775.52,39295.2,38625.7,38896.29,1412.58520546
2022-02-10,37921.83,39945.0,38895.34,38151.24,2212.98893296
2022-02-11,36963.0,38620.66,38160.44,37342.71,1370.91612771
2022-02-12,36810.24,37964.89,37341.02,37249.53,790.36235661
2022-02-13,36906.69,37721.89,37251.06,37017.31,744.21087212
2022-02-14,36592.31,37912.19,37021.15,37631.31,1658.3267506
2022-02-15,37533.02,39437.19,37641.48,39268.04,1471.21145701
2022-02-16,38134.23,39281.19,39272.75,38581.22,1288.95574698
2022-02-17,35250.0,38856.21,38573.07,35675.49,2091.87851659
2022-02-18,34830.0,36071.69,35673.95,35329.69,1502.91193706
2022-02-19,35012.59,35773.91,35322.06,35421.18,455.99640015
2022-02-20,33517.91,35457.61,35422.1,33925.28,1114.50603252
2022-02-21,32503.14,34778.76,33925.95,32735.94,1932.86579903
2022-02-22,32174.48,33941.17,32731.8,33773.65,2029.98282482
2022-02-23,32810.0,34635.5,33782.24,32960.79,1943.1313895
2022-02-24,30544.21,35500.09,32961.93,34270.4,3887.96981124
2022-02-25,34027.83,35390.11,34259.47,34800.81,1571.43681305
2022-02-26,34285.71,35738.66,34793.9,34748.08,779.66313706
2022-02-27,33147.86,35383.69,34742.47,33728.38,1222.46802885
2022-02-28,33496.6,39390.45,33723.57,38492.91,2218.40217852
2022-03-01,38300.0,40299.99,38502.12,39930.2,2096.21846585
2022-03-02,38978.14,40897.14,39925.7,39519.83,1613.60831501
2022-03-03,37780.05,39808.27,39522.31,38381.96,1432.69986087
2022-03-04,35303.59,38441.67,38375.72,35838.67,1789.4463334
2022-03-05,35326.53,36308.0,35840.89,36072.9,581.15385536
2022-03-06,34889.73,36350.0,36067.92,35347.63,878.84413786
2022-03-07,34264.76,36399.75,35336.49,34997.42,1806.28632759
2022-03-08,34875.23,36011.0,34979.05,35568.87,1880.34683005
2022-03-09,35482.52,38800.0,35561.77,37890.0,2498.12597351
2022-03-10,34880.0,38039.75,37897.06,35824.79,2558.51361094
2022-03-11,34795.3,36551.39,35815.01,35517.44,1806.59625097
2022-03-12,35448.08,36170.06,35518.49,35602.31,750.82829006
2022-03-13,34400.0,36061.88,35596.22,34578.44,777.69497962
2022-03-14,34405.0,36482.35,34568.5,36268.74,1622.29953377
2022-03-15,34770.1,36431.83,36267.07,35831.74,1224.89865022
